id	document	label
1002346	this was, undoubtedly, the most disturbing movie that i have ever seen. the first part of the movie, though strange, has a light and amusing quality to it. the journey begins on such a peaceful note, 	1
1002347	when i saw the trailer for this film, i said out loud to no one in particular this film is going to bomb. i also said that about the matrix and look at what happened there. now i am not a box office g	1
1002348	ok, so my summary line is a cheap trick. but the movie is full of them and it gets absurdly praised, so...i caught this one on tv (uncut, as tv here shows all movies, that's for you americans who migh	0
1002349	five across the eyes starts as five young teenage girls are driving home in time for their curfew, they stop off at a store & accidentally hit another car & decide to just drive off & leave it. soon a	0
1002350	'the luzhin defence' is a movie worthy of anyone's time. it is a brooding, intense film, and kept my attention the entire time. john turturro is absolutely stunning in his portrayal of a tender, eccen	1
1002351	leaving aside the drawbacks and deficiencies of the film mentioned by other viewers i must say that it seemed to me a film about power,which is in my opinion one of the most luring illusions. i saw th	1
1002352	spoilers. like other posters, i felt that the ending was a bit abrupt. i would have liked to have seen the crew adjusting to life back on earth after their return. i suppose the writers anticipated th	1
1002353	just exactly how director john madden come to settle with nicolas cage and penelope cruz playing the roles of an italian officer and a greek villager in an honourable story: captain correli´s mandolin	1
1002354	this guy has no idea of cinema. okay, it seems he made a few interestig theater shows in his youth, and about two acceptable movies that had success more of political reasons cause they tricked the co	0
1002355	michael (played by steven robertson) has cerebal palsy, and lives a quiet, and dull, life in carrigmore residential home. when a newcomer to the home, rory (mcavoy), befriends him, he proceeds to show	1
1002356	in the film, lumumba, we see the faces behind the monumental shift in the congo's history after it is reclaimed from the belgians, and we see the motives behind those men into whose hands the raped an	1
1002357	it's difficult to not have a liking for israeli director eytan fox and for his movies, which describe the life in the middle east and the inherent problems gay people can have in these regions. beside	1
1002358	the real surprise of this effortlessly lightweight movie is how such a top notch cast got assembled for what is nothing more than a hammy uninspiring affair. presumably it was a proverbial snowball ro	0
1002359	the dazzling seventeen-minute dance sequence of george gershwin's 1928 orchestral piece, an american in paris, is an indisputable masterwork. choreographed with precision and unparalleled flair by gen	1
1002360	lonesome dove is my favorite western second only to the searchers with john wayne. i watch lonesome dove about every 6 months and never get tired of it. i have read all the ld books, although i cannot	0
1002361	rififi, directed by jules dassin, is in line with the melville crime pictures (particularly bob le flameur and to a point le cercle rouge) of being totally focused on story and character and making su	1
1002362	hardware wars is a hilarious, 12 minute short film parody of the original star wars movie which was released just a few months after star wars in 1977. this film uses household appliances as space shi	1
1002363	for what it's worth, this is a fairly decent road runner cartoon, if a little short (just under 6 minutes). the gags are adequate at best, the animation is competent, and the new restored dvd master l	0
1002364	the perfect space fantasy film. a group of kids go up accidentally in space and have to get back down, but do they, sure they do.this would not be a family film if they all died. then it will all be s	1
1002365	i'm a 55-year-old fairly jaded gay white man. since i don't watch tv, i watch at least 250 films a year, most on dvd. i keep notes on all the films i see and rate them. since december 2003, i have see	1
1002366	robin williams is a national treasure, specially when he cuts loose and puts aside his maudlin approach to drama. he manages to liven up the usual restrained pacing of barry levinson, and there are mo	1
1002367	here's a rare gem for those of you that haven't seen or most likely not even heard of this. during the 80s, dennis quaid was a hot commodity, but in the early 90s, dennis quaid disappeared from the sc	1
1002368	i knew next to nothing about this movie until i chanced to rent it. it was a very pleasant surprise. the cast is excellent including matthau whom i do not normally care for. he makes a credible romant	1
1002369	i just watched the dvd of this award winning film. one life stand is a stark drama that through it's pace, black and white shots and atmospheric music, paints a very compelling and honest picture. it'	1
1002370	certainly this proves beyond a shadow of doubt that patricia arquette is what she is promoted to be: an actress! this is undoubtedly her finest moment of acting and she certainly deserves the credit f	1
1002371	hitch is a light-hearted comedy that will entertain you with some fine performances. will smith turns in a believable performance as a cloak and dagger date doctor who must remain invisible to protect	1
1002372	i wanted to watch this movie, but one bizarre ridiculous scene after another forced me to shut it off. character's don't seem to react to anything. consider this: heath ledger is walking a night (thro	0
1002373	this has to be one of the best and most useful shows on tv. keys to the v.i.p. demonstrates some of the best seduction techniques and the humor that goes along with the techniques that are not up to p	1
1002374	this movie is about two guys who made up a sport on the spot trying to get 2 get the hot chick. baseketball becomes a nationwide sport. joe cooper (trey parker) is the beloved captain, but is hated wh	1
1002375	i was totally surprised just how good this movie actually is because when i first saw it i was only mildly amused! i must say however, that i am still very disappointed that donald o'connor wasn't giv	1
1002376	a sleeper. i had never even heard of this movie until i was channel jumping one night. i've been a police officer myself for 25 years and thought this was a true to life movie. non-police critics are 	1
1002377	this is one of my favourite disney films. it has everything you could hope for in a disney animation: cute animals, great songs, a nasty villain and lots of adventure. the story begins in paris, where	1
1002378	actually, goldie hawn is from washington (takoma park, maryland), but i digress. this is sort of a mr. smith goes to washington type of movie, with some variations but the same premise. i taped this m	1
1002379	i thought this movie was highly underrated. the subject matter does seem like it would be a little strange, and i was put off at first, but once i was watching the movie, it didn't seem strange at all	1
1002380	i really wanted to like this film, but so much of it is stolen/borrowed from other work -- some of the borrowing is painfully blatant. the new york times' review pointed out that their singing frog is	0
1002381	i have rarely laughed so hard at a movie. notice that i laughed at iron eagle, not with it, because this is probably the stupidest film i have ever seen (with the obvious exception of sci-fi monstrosi	0
1002382	i had no real expectations going into this movie and i'm glad. even if i had expected it to be bad i would have been disappointed.where to start? first, i think 15% of the movie consisted of stock foo	0
1002383	philo vance had many affinities with bulldog drummond?he was a gentleman with the kind of polish and elegance only usually associated with the british upper classes and he was also independently wealt	1
1002384	despite some mildly thought-provoking oddities in the script and the film's overall curiosity value, fury of the wolfman emerges as a dull, uninteresting excursion into lycanthropy, saved only by the 	0
1002385	i was lucky enough to get a free pass to an advance screening of 'scoop' last night. full house at the theatre and when the movie ended there was spontaneous applause. i didn't speak to anyone who dis	1
1002386	i must preface this comment with a sort of admission: i suppose i just have a soft spot for the original 60s-70s tv series. i think the filmmakers here blew it from the get-go as far as casting: in a 	0
1002387	wasn't sure what to expect from this movie considering its amazing collection of stars and directors but in the end it didn't disappoint.for me one of the highlights was the final episode with the ame	1
1002388	the villian in this movie is one mean sob and he seems to enjoy what he is doing, that is what i guess makes him so mean. i don't think most men will like this movie, especially if they ever cheated o	1
1002389	just a few words.... this movie really sucks. it's like those tv movies with bad cast and plot. it's amazing how they could make this sequel worse than the iii. don't waste your time watching this cra	0
1002390	i couldn't believe how bad this film was, and trust me, i was not expecting a masterpiece from a made-for-cable film. i taped it just because i liked jane seymour. i've seen her enough to know that sh	0
1002391	few videos in recent history have been as amateurishly produced as this one -- at least none that have been released by such a reputable distributor. every frame of this film is a plaguerism of better	0
1002392	i love movies. i love independent efforts and major studio productions. i love films with stars and i love those featuring unknowns. i love dramas, comedies, action-adventures, science fiction, myster	0
1002393	algiers is not a classic, it is a perversion of the wonderful original pepe le moko, directed by duvivier and starring a much more attractive and charming pepe, jean gabin. if you want to fully experi	0
1002394	jim henson's the muppet movie is a charming, funny and brilliant film that can be watched and enjoyed by adults and kids. i feel this is my favorite childhood film because it combines great characters	1
1002395	icy and lethal ace hit-man tony arzenta (a divinely smooth and commanding performance by alain delon) wants to quit the assassination business, but the dangerous mobsters he works for won't let him. a	1
1002396	a meteorite falls in the country of a small town, bringing a jelly creature. an old farmer is attacked by the alien in his hand, and the youths steve andrews (steve mcqueen) and his girlfriend jane ma	1
1002397	not totally off the wall in a good way, but just totally stupid. killer tongue is an uneasy mixture of sci-fi, horror, and supposed comedy. what this equates to is a mindless and totally incoherent fi	0
1002398	sorry for any spoilers that this contains. but if you want to read on anyway: i really wonder why so many people are so high on kevin williamson. let's just take a quick look at his work as a screenwr	0
1002399	being a freshman in college, this movie reminded me of my relationship with my mom. of course, my situation doesn't parrallel with natalie portman and surandon's situation; but my mom and i have grown	1
1002400	this is a family comedy -- in the very best senses of the term. uncomplicatedly about faith and family, ann blyth, with the help of everybody's favorite grandpa, edmund gwenn, gets divine help in lift	1
1002401	this enjoyable euro-western opens with a scene that predates a similar scene that sergio leone wanted to shoot for once upon a time in the west but couldn't persuade clint eastwood to appear in. three	1
1002402	jack black's character, tim dingman the dreamer in envy, finds wealth and success in the idea of a aerosol spray vapoorize that when sprayed on doggie dung, makes the poo disappear into thin air. for 	0
1002403	this film looks great, and that's about where my praise ends. love is a many splendored thing came out in the very schizophrenic year of 1955, when candy-coloured nonsense like this co-existed with tr	0
1002404	perhaps the deepest cartoon made in the usa, duckman runs short at 70 episodes in four seasons.unlike the often innocuous criticism found in the simpsons (a pretty good show in its own right), and the	1
1002405	every time i watch this movie blood comes gushing out of my eyes. yes, you read that correctly: i've watched this wretched, foul thing more than once.caddyshack 2 went wrong for so many reasons: harol	0
1002406	i actually intended to see this movie in the theatre. it was actually sold out. i actually went to see solaris instead, which actually was the worst movie to be released in 2002.victor rosa (john legu	0
1002407	there's nothing to say except i want my time back that this movie took from me. i'm not racist against latinos. hell, i'm half brazilian. i loved the movie kids. it doesn't make any sense. these kids 	0
1002408	***spoilers*** ***spoilers*** when i saw a preview for this movie i thought it was going to be atleast a slightly admirable storyline. but as most superstation original movies i was left disapointed. 	0
1002409	normally i would applaud a movie that tries to do something different or original in a genre. it is obvious that this movie is some sort of parody on ninja movies. and i really did my best to enjoy th	0
1002410	this movie has taken a lot of stick. it was slated by critics when it came out and was blamed for wrecking nicolas cage's career. the thing i don't think people get is that it's not meant to be an epi	1
1002411	alien hunter: 5 out of 10: is it me or does every movie that starts in roswell, new mexico suck. take alien mixed with the thing, mixed with contact, mixed with of all things on the beach, the androme	0
1002412	ok, i admit i watched this movie on mystery science theater 3000 (which i am a huge fan of), but i am not one of those people who automatically gives an mst3k movie a 1/10 rating. although i hate many	0
1002413	i won't add to the plot reviews, it's not very good.very improbable orphanage on bala.cushing and lee at their height.some nice scenery.good for face spotting, and i quote, look at the mouth, that is 	0
1002414	i'm still laughing- not! i'm still asking my myself what the point was. i barely got a chuckle, this movie sucks. it tries to be charming and touching, but it turns out stupid. i do not recommend it.	0
1002415	like a lot of the comments above me, also i though this was the average scifi movie, but unfortunately it was not. i found it rather patronizing, and indeed, preaching.but that is not the only comment	0
1002416	[ as a new resolution for this year 2005, i decide to write a comment for each movie i saw in theater (10%) or in dvd (90%). i must admit that dvd have revolutionized this habit. for instance, i can h	0
1002417	contrary to what many may believe as this movie being an against the system type of movie and attitude. it is an excellent portrayal of the system in question and how ridiculous it truly is. the funny	1
1002418	i remember first watching sabrina when it came to tv in the uk on itv1 when i was 13/14. i'm now 24 and still love it now as much as i did when i first watched it. i get a little stick from some of my	1
1002419	son of the mask is a terrible movie. i don't like the baby and i don't like the dog. jamie kennedy and his wife are a cute couple but that can't redeem sitting through this garbage. even at only 88 mi	0
1002420	a mediocre sci-fi channel original picture. a little squirmish, but not much. the nuclear powered submarine u.s.s. jimmy carter is on a mission deep below thick frigid ice near the north pole when it 	0
1002421	another spanish movie about the 1936 civil war. this time we're told about the story of carol (lovely played by d?butant clara lago), a little girl which comes to live to a little spanish village from	1
1002422	the dekalog 5 may be considered a violent accusation against the death sentence, according to the fifth commandment thou shalt not kill: not by chance it puts the concept of a state fully complied wit	1
1002423	there's a legion of mick garris haters out there who feel he couldn't direct a horror film of quality if he had to. and, sleepwalkers(..screenplay written by stephen king)is often used as an example o	1
1002424	i saw this one at sundance, and i can't figure out why it won the directing award. it was painfully slow and literally colorless. it's the type of movie that is only appreciated by film fest snobs who	0
1002425	i first watched this movie back in the mid/late 80's, when i was a kid. we couldn't even get all the way through it. the dialog, the acting, everything about it was just beyond lame.here are a few exa	0
1002426	new york family is the last in their neighborhood to get a television set, which nearly ruins david niven's marriage to mitzi gaynor. bedroom comedy that rarely ventures into the bedroom(and nothing s	0
1002427	what i miss most of all in this film is that it lets no place for imagination, everything is said. it is like a documentary film, but not as good as a documentary, because it is no documentary. a patc	0
1002428	i couldn't relate to this film. i'm surprised that people are lauding it for being so 'realistic'. how many people at your school were victim to incest? how many closet homosexual jocks were there? ho	0
1002429	a low-rent, cheaply made police thriller that's kept bearable by some fair humorous bits, the nice chemistry between the two leads and, especially, by james remar's satisfying turn as a narcissistic, 	0
1002430	this stuffy melodrama is quite easily the worst film starring ingrid bergman that i've seen. even her luminous screen presence can't save this insufferably slow and meandering movie that's nearly impo	0
1002431	how is it possible to like and dislike the same movie?the plot is very much like that jody foster thing, sommersby, only not as good. nicole was great....jude was adequate. they didn't give him many l	1
1002432	in following dylan moran's star from the charming misanthrope bookstore owner in the surrealist sitcom black books, i could see his comic potential begging to be utilised in theater or larger cinemati	0
1002433	sure this movie wasn't like. 16 blocks, inside man, an american haunting. etc...but it was a great mystery that can happen to anyone of us.. i found this movie really great and scary.i live exactly wh	1
1002434	this is yet another pseudo-intellectual let's make the nazis look real bad movie. the nazis were pretty bad, no doubt - most of already know that. however, that does not necessarily make every movie o	0
1002435	as always this is an inaccurate picture of the homeless. tv told a lot of lies about panhandlers in the early 1990s and made everyone look bad, and claimed we all made over $100 a day when $20-40 a da	0
1002436	in chicago, four electricians leaded by dean (richard grieco) come to an old building to disconnect power. they accidentally activate a portal and arrive in another dimension, where chicago was destro	0
1002437	well, it is standard hollywood schmaltz that you can see coming a mile off. it's enjoyable in parts but just oh so predictable. i must confess i did not really enjoy it, but i am pretty tough to pleas	0
1002438	strange enough, shorts like this get a 10. why? they are hilarious. this is hilarious. notice a lot of the quirky humor. dated and childish to toon naysayers, but they don't know what they're talking 	1
1002439	perhaps i would have liked this film more if i wasn't so attached to the characters in henry fool. to those who've never seen henry fool, i wouldn't worry. as hartley jokingly said in his introduction	1
1002440	i was able to hang in for only the first twenty minutes of this low-budget movie. the most glaring absurdity was that while the american inmates in a north korean pow camp are all supposedly suffering	0
1002441	in what is a truly diverse cast, this show hits it's stride on fox. it is the kind of sitcom that grows on you. if you just watch 1 show you might not like it much, but once you watch two or three- yo	1
1002442	this was one of the dullest movies i have seen in some time. i'm in my late 40s, and watched it with my son-in-law (early 20s) and son (17). the scenery was beautiful, but the story was a bust. we wat	0
1002443	this film starts with a pedestrian setup before blundering into the standard sort of suspense action where an office worker keeps beating up trained secret service men etc.i couldn't say the acting wa	0
1002444	chris gerolmo took care not to simply give us a `jack-the-stripper' type of list of murdered people: he delved into the psychological characterization with convincing results. perhaps mostly due to st	1
1002445	hey if people thought ed wood was a bad director then they totally have not seen this movie. i mean there were gaping plot holes and under utilized cast. shoddy special effects. i mean i cant believe 	0
1002446	i used to love sabrina the teenage witch and have seen every single episode. i remember when i used to sit at 6pm every night and wait for it to come on nickelodeon, however when sabrina left high sch	1
1002447	i thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. it will take a while to get going, but the acting was good and i was intrigued by 	1
1002448	i used to love watching sabrina, the teenage witch friday nights on abc's tgif. i think this was one of the best shows on tgif. my friends and i used to get together every friday just to watch this sh	1
1002449	being a former mst3k watcher, even i found this movie unwatchable. the awful attempts at humor-heck the awful attempts at acting. nobody needs to read a harangue on this piece of junk.i just like how 	0
1002450	ed (kel mitchell) is a teenager who lives for his job at good burger, a small but friendly neighborhood hamburger stand, while his buddy dexter (kennan thompson) also works there, but lack ed's single	0
1002451	this film is about a teen who is struggling with his social status in school. he is a good christian and feels that he is missing out on all the fun in high school. so he wishes he had never become on	1
1002452	this movie, with all its complexity and subtlety, makes for one of the most thought-provoking short films i have ever seen. the topics it addresses are ugly, cynical, and at times, even macabre, but t	1
1002453	i saw this film at amsterdam's international documentary film festival and was privileged to meet both the directors and tobias schneebaum, all of whom are lively and outspoken new yorkers. the film's	1
1002454	this movie could have been an impressing epic, but the makers seem to have done their utmost to make it appear foolish. even god himself is not spared in this movie, in that his words are drenched wit	0
1002455	here is proof of why mary pickford was `america's sweetheart.' in this rather complex drama, mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the	1
1002456	a woman borough a boy to this world and was alone. they both were alone because a boy had a gift and a curse in one package - he was capable of withdrawing sword from his arm. there was always a wound	1
1002457	this movie was terrific and even with a less than convincing ending, it's still well worth seeing. the film begins as claudette colbert is about to marry robert ryan. when the minister asks if anyone 	1
1002458	this film can be judged from three viewpoints: as history, as a profile of amin, as a fictional thriller. it fails as history, it mentions in passing the coup that threw out obote, the expulsion of th	0
1002459	a bad movie about a bad movie. is that original, or what? if it is, then that's the only good thing about it. the lovely ally sheedy couldn't stop this bomb from destroying movie theaters and vcr's ev	0
1002460	i'll be honest- the reason i rented this movie was because i am a huge fan of kyle chandler's (most notably from early edition). since he usually plays the good guy, i wanted to see him as in a differ	0
1002461	`the united states of kiss my ass'house of games is the directional debut from playwright david mamet and it is an effective and at times surprising psychological thriller. it stars lindsay crouse as 	1
1002462	do you still love woody allen's humor and sense of the absurd? do you wait patiently for movies that get the plot going in the first five minutes instead of making you wait around? if so, you will ado	1
1002463	...but not this one! i always wanted to know what happened next. we will never know for sure what happened because gwtw was margaret's baby. i am a lifelong fan of gone with the wind and i could not h	0
1002464	down to earth / (2001) * (out of four)by blake french:down to earth is such a mislead and desperate comedy it makes sitting home on the couch watching a chris rock standup-comedy act on tv look like h	0
1002465	there really is only one reason to watch this barely adequate and utterly predictable movie about an uptight chef kate armstrong (catherine zeta jones) whose life changes when she inherits her orphane	0
1002466	i want to warn you that there is a very bittersweet quality to this comment. also, this comment will be much more meaningful to you after you have seen the movie.although it is tragically sad to say, 	1
1002467	hollow man is one of the better horror films of the past decade. the sub-plot is original and the main plot is even better. the special effects are brilliant and possibly the best i have ever seen in 	1
1002468	the three main characters are all hopeless, and yet you only feel sorry for one of them: ernesto, hopelessly devoted to mercedes. this was part of the frustration: screaming at mercedes to get a clue 	1
1002469	wwe's last ppv of 2006, proved to be a hit with the fans, but for one reason only, the ladder match which was only scheduled to be paul london and brian kendrick against william regal and dave taylor.	1
1002470	till hbo began rerunning it this month. i remember laughing out loud in the theater back in 1991, and now again in my living room. if i see that it's on, i have to watch it. there's just no question. 	1
1002471	just reading why this show got canceled makes me rather steamed. this was a favorite of mine as a kid and i always watched it when it came on no matter how many times i saw the episode. sure the effec	1
1002472	words can scarcely describe this movie. loaded with ridiculous stereotypes, a silly plot, and poor music, this movie lacks in just about every category.don't be fooled by the imdb credits. this is not	0
1002473	terrible film made on a budget of about $9.99. very obvious miniature sets used, poor acting and an awful storyline concerning aliens who use discarded meat from a butcher shop as fuel for their space	0
1002474	i don't believe it sixty percent of voters voted this show as ten now how the hell is the rating a five point eight it impossible i don't get it, its totally pathetic i mean how. anyway the show is gr	1
1002475	i first saw the live musical at the denver center for the performing arts and it was absolutely mind-blowing, stunning and had such fantastic continuity of plot and dialogue that i liked it much more 	0
1002476	the best thing i can say about quintet is that it's not quite as bad as i remembered it being on my first viewing.but that doesn't mean it's good.this weird, sci-fi thriller is not quite like any othe	0
1002477	following the business coup of the year of 1941, max and dave, the brothers fleischer were removed from their own studio by paramount pictures corporation. former employees such as seymour kneitel and	1
1002478	a very well made film set in early '60s communist yugoslavia. the five young actors who are the teenagers at the center of the story give strong, sincere and emotionally deep performances. a clear dep	1
1002479	this movie is banned in just about every foreign country i can think of. the japanese people (?) who star in this must have been really desperate for a job, or we're just friends. here's the scoop:thr	1
1002480	one of the other commenters mentioned that they almost walked out. if i hadn't been with my wife, who wanted to stay, i would have left. it's a shame, too, because i think it could have been a good mo	0
1002481	**warning - this review may contain spoilers ** the idea behind the character of danny (jet li) is a good one - young boy is taken by hoodlum and raised to behave like a vicious pitbull, controlled ma	0
1002482	the black castle is one of those film's that has found its way into a boris karloff collection and is mistakenly expected to be an outright horror movie. whilst some horror elements exist within natha	1
1002483	this is a poor excuse for a movie. a film noir done by busbee berkeley? please! first, let's forget about the plot, a truly simple-minded version of a cynical tough guy turned into a saint by the love	0
1002484	this movie was good. i can't say it was one of the best, but it still was good. the only reason that i watched it was because of ryan phillippe. he is soo hot! (don't get mad reese). but i think that 	1
1002485	i think part of the reason this movie was made...and is aimed at us gamers who actually play all the nancy drew pc games. there's been a lot of movies lately based on video games, and i think this in 	1
1002486	not to be confused with lewis teague's alligator (1980) which actually is an excellent film, this il fiume del grande caimano laboriously ends the exotic trilogy sergio martino made around the end of 	0
1002487	the cat's meow contains a few scenes that boast intelligent dialogue, and some fine performances, a few of which surprised me. eddie izzard is more effective than i expected as chaplin (partly thanks 	0
1002488	years after the fall of the last of the great corporations, the world has fallen into a new dark age where cyborgs are harvested for their parts. cash, a female cyborg, travels to a wasteland doctor t	0
1002489	ying, a chinese girl who speaks czech, invited us to screening of a czech movie (with english subtitles) in the department of visual and environmental studies (ves). it was the first time i saw samot?	1
1002490	this movie is one of the worse movies of all time. i'm kind of upset this movie isn't on the bottom 100; it deserves a spot at least number 60 or 70 on that list. this isn't just a film i think is bad	0
1002491	i bought this thing used at a video game store's clearance bin. i wanted to get that guilty feeling from watching something i've been warned is too intense to watch; i wanted the shock value. i wanted	0
1002492	the young victoria is a beautiful film and has presented queen victoria in a different light to what everyone thinks about her. the films wipes away the i am not amused impression of queen victoria an	1
1002493	gene kelly, frank sinatra, kathryn grayson, and jose iturbi star in anchors aweigh, directed by george sidney.kelly and sinatra are joe and clarence, two navy guys on leave in hollywood. they meet a l	1
1002494	there is so much to love in this darling little comedy. anyone who has ever built or bought a house, or even just been short of space,will find that there is more than just a grain of truth in the pli	1
1002495	it would be so easy to dismiss an alien abduction movie before even seeing it - as i did - but this is well worth a look. if you think about it, its not an easy subject matter to handle but this film 	1
1002496	this is a terrible movie, terrible script, bad direction and nonsensical ending. also, bad performances, except from clancy brown who is criminally underused here, and michael pollard. watching this m	0
1002497	the focus of the key relationship in a young man's life, that of his relationship with his father, was excellently portrayed in this movie, the greatest game ever played. the movie captured the essenc	1
1002498	this is a cute little horror spoof/comedy featuring cassandra peterson aka elvira: mistress of the dark, the most infamous horror hostess of all time. this was meant to be the pilot vehicle for elvira	1
1002499	not one of the better pokemon movies.two legendary pokemon come into the story. you do get to see how strong celebi can be, though he turns evil first.suicune also makes an appearance, he didn't seem 	0
1002500	my sister, a friend and i went to see this film for my birthday on the 24th of september. we had all seen the first jackass movie a while back, and we all enjoyed it. we were really looking forward to	1
1002501	this was the worst movie i saw at worldfest and it also received the least amount of applause afterwards! i can only think it is receiving such recognition based on the amount of known actors in the f	0
1002502	gender bender sexes things up a bit for the x-files. this episode has an interesting premise, a good story, but an ending that is wanting. gender bender is also the x-files debut for actor nicholas le	1
1002503	one is tempted to define the genre of gert de graaff's movie as `event of the thought' following the example of merab mamardashvili. the nominal storyline is a certain bart klever's torturous quest fo	1
1002504	i just came back from the montreal premiere of zero day...and i'm surprised as hell to find a negative comment on the movie. basically the blame is about coccio doing an easy and overplayed social mes	1
1002505	i think the comments regarding the show being cheesy are a bit too exaggerated. when a person comes to watch a tv show, what does he look out for? it is to enjoy that he watches a show, unless he/she 	1
1002506	after a big tip of the hat to spinal tap, this movie is hilarious. anyone who grew up watching mtv will love it and if you didn't, rent it anyway,the my peanuts and a gangster's life videos are worth 	1
1002507	alfred hitchcock invented any kind of thriller you could think of:he set the standards so high that any director who makes a suspense movie will be fatally compared to him.the main subject of this bul	0
1002508	andaz apna apna is by far my second favorite comedy of all time, first being namak halal (even though that was technically a drama). story is nothing groundbreaking, but the complications that are add	1
1002509	one of the finest movies i have viewed...good script, original plot of a man who is haunted about jfk's assassination when he was assigned to protect him on that cold november day in 1963. thirty year	1
1002510	some would argue this is better mainly because of the acting; but it is indeed far worse for reasons that outweigh the improvement.the source from which all the problems stem; the story. aside from on	0
1002511	this movie is excellent and i would recommend renting it for anyone whose local video store owns it. or, even better, you could buy it because chances are you're going to watch this over and over. i c	1
1002512	this movie came as a huge disappointment. the anime series ended with a relatively stupid plot twist and the rushed introduction of a pretty lame villain, but i expected shamballa to tie up all the lo	0
1002513	this is without doubt the worst film in the hamilton saga and the worst actor to do carl hamilton.peter stormare just cant pull it off,with his psychotic looks and no style at all.he may be good to do	0
1002514	if this movie was about a fictional character, the movie could stand on its own and be judged objectively. unfortunately for the viewer, the movie is based on facts that are shaded very unfairly towar	0
1002515	a nice shirely temple short. child actors screaming their lines seemed to be the norm for that day and time. perhaps being seen and not heard needed to be made up for. aside from that this is fun. giv	1
1002516	this is an excellent tub-thumper from the war years.john mills leads a fine cast of regular british b-movie stalwarts in a solo submarine attack upon a fictitious enemy battleship.filmed in black and 	1
1002517	okay. look- i've seen lots and i do mean lots of these types of films. you know, the ones where the dvd cover just look so good and scaarrryyy that you just cant wait to see it? well, i got got again.	0
1002518	at initial thought, the concept of this show seemed to be a joke and a gag, just for stan lee's amusement. i expected nothing more than a sleazy, animated version of barb wire with low production valu	1
1002519	i bought the dvd of this movie because i am a fan of william devane and i was really disappointed about a christmas visitor. the story of the movie is so boring and slow in the development that you ju	0
1002520	while i would say i enjoy the show, i expected something completely different from when i first saw 'what i like about you' i expected to find something along the lines of 'all that' (i am not sure if	1
1002521	ok. who brought the cheese. i love it. during it's run it became a phenomenon. the anorexic twins became popular.bob saget started making a paycheck (instead of his really funny stand-up). and people 	1
1002522	watching this movie was the biggest waste of time and 2 bucks for rental in my life. if nothing catastrophic happens before i die, this will be the biggest regret of my life. who ever even thought abo	0
1002523	for those who think it is strictly potty humor and immaturity, you are in fact the mindless one. while the show does contain its share of potty jokes it also contains a lot of satirical material and p	1
1002524	reporter kimberly wells presents the minor side of the news; puff pieces that don't hold much news merit. while shooting footage on alternative energy at a nuclear power plant, an accident occurs. fri	1
1002525	this is one of the funniest series ever! i laughed till my sides split and rolled around on the floor. if only someone would release in america. region 0 or 1 - non-pal please. i know it being release	1
1002526	i have to admit i've caught this one a few times on the usa network. there's just something about the, well, sheer stupidity of this flick which makes me want to watch it whenever it's on. yes, you're	0
1002527	there are bad movies and then there are movies which are even worst. saw is just that.the movie is simply bad on all points. the plot, the acting, the camera work, the music and everything else is abs	0
1002528	watching quintet is not unlike watching a group of people playing a word game in portuguese, or some other language you do not understand. you get the idea that they are playing a game, and if you wat	0
1002529	i really think that this movie is great, personally. but, in every movie there is a downer. now, some of you may not have watched hilary duff's 'raise your voice', but if you think about it, those two	1
1002530	many years ago i saw this movie (on television maybe?) and loved it. so i decided to rent it on dvd the other day to see whether it still held up in my estimation. it did. set in sydney's notorious ki	1
1002531	this film suffers horrendously from its direction julian grant , and its incompetent lead, steve guttenberg, who's putting a solid effort to win a bruce willis look-alike contest! the writing is reckl	0
1002532	one the whole, this movie isn't perfect. it doesn't 'hang well' together as the story line is basically a bunch of hooks to hang jokes.some of these jokes are a little 'too 80s' and tend to date the p	1
1002533	i can't believe how bad this film is. for starters, the movie deals with the legend of big foot and a group of people having a close encounter with the creature. the premise is interesting and having 	0
1002534	this film is a summary of visconti's obssessions: the decadence of nobility, death, aesthetic search, homosexuality...all mingled with melancholic mastery. slow-paced just to make you abler to contemp	1
1002535	i had actually considered investing in this movie when gorman was out drumming up funding. i loved most of the script but did not like the ending. gorman insisted the ending was as it had to be.seeing	1
1002536	blue monkey (1987) or 'invasion of the bodysuckers' as it's known here in the uk was a pretty boring horror movie about an old man who gets bitten in a greenhouse by some mysterious toxic plant!!!! th	0
1002537	this is absolutely the dumbest movie i've ever seen. what a waste of a splendid cast. that's james cromwell as the ignoramus playing deputy. i could go on and on, but i would obviously be spending mor	0
1002538	i was permanently scarred by this terrible film.the main action of the movie is nothing special. it seems there's a tribe of snake-worshipping people in a remote mountain region of northern china, whe	0
1002539	this is a wonderful thriller i watched many times and never can get enough of.it's all about the obsessive love 5 people have for eachother in paris, (un)lucky coincidences, false identities.the music	1
1002540	this hodge-podge adapted from a gore vidal novel (actually one of the great american writers) makes the magic christian and valley of the dolls look like fellini art-works. raquel welch, with an incre	0
1002541	tony scott has never been a very good director, but every film he's made after crimson tide seems to bring him one step closer to being the inarguable worst working today (michael bay may fall into th	0
1002542	i give this movie 2 stars purely because of its slightly liberal plot line. without going into too much detail.the acting in this movie is terrible. really terrible - wooden, shallow.the graffiti on s	0
1002543	the script was very weak w/o enough character arcs to make you care one bit about the characters or what happens to them. the script is way too talky and not enough gore or action to even call it slow	0
